antecedents,consequents,support,confidence,lift
 'animation', 'action',0.014295556321047193,0.2832764505119454,3.231243755741365
 'action', 'animation',0.014295556321047193,0.16306483300589392,3.231243755741365
 'comedy', 'action',0.013778849466069583,0.14285714285714285,1.6295256806062304
 'action', 'comedy',0.013778849466069583,0.15717092337917485,1.6295256806062306
 'crime', 'action',0.015328970031002411,0.23670212765957446,2.6999853697278766
 'action', 'crime',0.015328970031002411,0.17485265225933203,2.699985369727877
 'action', 'crime'],0.010850843954529796,0.12377210216110018,2.753336494817424
 'crime'], 'action',0.010850843954529796,0.24137931034482757,2.753336494817424
 'drama', 'action',0.023768515328970032,0.17206982543640897,1.9627453958424173
 'action', 'drama',0.023768515328970032,0.27111984282907664,1.9627453958424175
 'drama'], 'action',0.01584567688598002,0.13793103448275862,1.573335139895671
 'action', 'drama'],0.01584567688598002,0.18074656188605107,1.5733351398956708
 'european'], 'action',0.010506372717878057,0.13800904977375564,1.5742250353367881
 'action', 'european'],0.010506372717878057,0.11984282907662082,1.5742250353367884
 'fantasy', 'action',0.01584567688598002,0.2746268656716418,3.1325807113743656
 'action', 'fantasy',0.01584567688598002,0.18074656188605107,3.1325807113743656
 'action', 'thriller',0.018256975542542197,0.20825147347740666,2.792397355680885
 'thriller', 'action',0.018256975542542197,0.2448036951501155,2.792397355680885
['drama', 'action',0.01670685497760937,0.08964879852125693,1.0225951359811742
 'action',['drama',0.01670685497760937,0.19056974459724949,1.0225951359811742
['scifi', 'action',0.01877368239751981,0.40073529411764713,4.5710591702299785
 'action',['scifi',0.01877368239751981,0.21414538310412573,4.5710591702299785
['thriller', 'action',0.01774026868756459,0.2562189054726368,2.9226070042713737
 'action',['thriller',0.01774026868756459,0.20235756385068762,2.9226070042713737
 'action'], 'drama',0.011195315191181537,0.25793650793650796,1.8673059414954678
 'drama', 'action'],0.011195315191181537,0.08104738154613467,1.8673059414954678
 'action'],['drama',0.010334137099552188,0.2380952380952381,1.2776164070064255
['drama', 'action'],0.010334137099552188,0.05545286506469502,1.2776164070064258
 'comedy', 'animation',0.015673441267654152,0.1625,3.220051194539249
 'animation', 'comedy',0.015673441267654152,0.310580204778157,3.2200511945392494
 'drama', 'animation',0.014467791939373063,0.10473815461346633,2.075459814627254
 'animation', 'drama',0.014467791939373063,0.28668941979522183,2.075459814627254
 'family', 'animation',0.015673441267654152,0.2888888888888889,5.724535456958665
 'animation', 'family',0.015673441267654152,0.310580204778157,5.724535456958665
 'fantasy', 'animation',0.01739579745091285,0.30149253731343284,5.974285568743314
 'animation', 'fantasy',0.01739579745091285,0.3447098976109215,5.974285568743315
['comedy', 'animation',0.010161901481226318,0.07375,1.4614078498293515
 'animation',['comedy',0.010161901481226318,0.20136518771331058,1.4614078498293515
['scifi', 'animation',0.013778849466069583,0.29411764705882354,5.82814695844208
 'animation',['scifi',0.013778849466069583,0.27303754266211605,5.828146958442081
 'animation'], 'family',0.010678608336203927,0.44285714285714284,8.162630385487528
 'family', 'animation'],0.010678608336203927,0.19682539682539682,8.162630385487528
 'comedy', 'drama',0.01705132621426111,0.1767857142857143,1.2798227645172782
 'drama', 'comedy',0.01705132621426111,0.12344139650872818,1.2798227645172782
 'comedy', 'drama'],0.01584567688598002,0.16428571428571428,1.4300492610837439
 'drama'], 'comedy',0.01584567688598002,0.13793103448275862,1.4300492610837439
 'european'], 'comedy',0.010506372717878057,0.13800904977375564,1.4308581124757593
 'comedy', 'european'],0.010506372717878057,0.10892857142857143,1.4308581124757596
 'comedy', 'family',0.017912504305890458,0.18571428571428572,3.4230385487528343
 'family', 'comedy',0.017912504305890458,0.33015873015873015,3.4230385487528343
 'family'], 'comedy',0.014640027557698932,0.3526970954356846,3.65671310017783
 'comedy', 'family'],0.014640027557698932,0.15178571428571427,3.65671310017783
 'fantasy', 'comedy',0.015156734412676542,0.2626865671641791,2.723496801705757
 'comedy', 'fantasy',0.015156734412676542,0.15714285714285714,2.723496801705757
 'comedy', 'romance'],0.014812263176024801,0.15357142857142855,2.031060852587048
 'romance'], 'comedy',0.014812263176024801,0.19589977220956717,2.031060852587048
 'comedy',['action',0.013434378229417844,0.1392857142857143,2.973135504201681
['action', 'comedy',0.013434378229417844,0.286764705882353,2.973135504201681
['animation', 'comedy',0.012400964519462624,0.44171779141104295,4.579666958808063
 'comedy',['animation',0.012400964519462624,0.12857142857142856,4.579666958808063
 'comedy',['drama',0.028591112642094386,0.29642857142857143,1.5906324267229999
['drama', 'comedy',0.028591112642094386,0.15341959334565622,1.5906324267229999
['romance', 'comedy',0.013089906992766104,0.31020408163265306,3.2161516034985422
 'comedy',['romance',0.013089906992766104,0.1357142857142857,3.2161516034985422
['scifi', 'comedy',0.010161901481226318,0.2169117647058824,2.2489101890756307
 'comedy',['scifi',0.010161901481226318,0.10535714285714286,2.2489101890756302
 'comedy'],['drama',0.03272476748191526,0.47619047619047616,2.555232814012851
['drama', 'comedy'],0.03272476748191526,0.1756007393715342,2.5552328140128506
 'comedy'],['romance',0.011884257664485016,0.17293233082706766,4.0981433174773665
['romance', 'comedy'],0.011884257664485016,0.2816326530612245,4.0981433174773665
 'crime', 'drama',0.01756803306923872,0.2712765957446809,1.9638801931341858
 'drama', 'crime',0.01756803306923872,0.12718204488778054,1.9638801931341856
 'crime', 'drama'],0.01774026868756459,0.27393617021276595,2.3845178474592488
 'drama'], 'crime',0.01774026868756459,0.15442278860569714,2.3845178474592488
 'crime', 'european'],0.010850843954529796,0.16755319148936168,2.2009362664869543
 'european'], 'crime',0.010850843954529796,0.1425339366515837,2.2009362664869547
 'crime', 'thriller',0.013606613847743714,0.21010638297872342,2.817269421650042
 'thriller', 'crime',0.013606613847743714,0.18244803695150116,2.817269421650042
 'crime', 'thriller'],0.011539786427833276,0.17819148936170212,3.414454743346675
 'thriller'], 'crime',0.011539786427833276,0.2211221122112211,3.414454743346675
 'crime',['drama',0.014984498794350671,0.23138297872340424,1.2415984976599677
['drama', 'crime',0.014984498794350671,0.08040665434380777,1.2415984976599679
 'crime',['thriller',0.02307957285566655,0.35638297872340424,5.147163120567376
['thriller', 'crime',0.02307957285566655,0.3333333333333333,5.147163120567376
 'thriller', 'crime'],0.013434378229417844,0.18013856812933027,4.007220408271615
 'crime'], 'thriller',0.013434378229417844,0.2988505747126437,4.007220408271616
['drama', 'crime'],0.022735101619014812,0.12199630314232902,2.7138334714343384
 'crime'],['drama',0.022735101619014812,0.5057471264367815,2.713833471434338
['comedy', 'documentation'],0.01739579745091285,0.12625,2.874539215686274
 'documentation'],['comedy',0.01739579745091285,0.396078431372549,2.874539215686274
['crime', 'documentation'],0.011539786427833276,0.27235772357723576,6.201211541527179
 'documentation'],['crime',0.011539786427833276,0.26274509803921564,6.201211541527179
 'european'], 'drama',0.02187392352738546,0.2873303167420814,2.0800995249432974
 'drama', 'european'],0.02187392352738546,0.15835411471321695,2.0800995249432974
 'drama', 'family',0.011884257664485016,0.08603491271820449,1.5857736610853816
 'family', 'drama',0.011884257664485016,0.21904761904761905,1.5857736610853816
 'fantasy', 'drama',0.021012745435756115,0.3641791044776119,2.6364387538616145
 'drama', 'fantasy',0.021012745435756115,0.15211970074812967,2.6364387538616145
 'horror', 'drama',0.010506372717878057,0.38125,2.7600218204488773
 'drama', 'horror',0.010506372717878057,0.07605985037406483,2.760021820448878
 'romance', 'drama',0.011539786427833276,0.26377952755905515,1.9096059064936086
 'drama', 'romance',0.011539786427833276,0.08354114713216956,1.9096059064936084
 'drama', 'romance'],0.021184981054081984,0.15336658354114713,2.0283516720726653
 'romance'], 'drama',0.021184981054081984,0.28018223234624146,2.0283516720726658
 'drama', 'thriller',0.019634860489149156,0.14214463840399003,1.905985613333871
 'thriller', 'drama',0.019634860489149156,0.2632794457274827,1.9059856133338708
 'thriller'], 'drama',0.019979331725800895,0.3828382838283828,2.7715200447725565
 'drama', 'thriller'],0.019979331725800895,0.14463840399002492,2.771520044772557
 'drama',['action',0.0165346193592835,0.1197007481296758,2.555082881032712
['action', 'drama',0.0165346193592835,0.35294117647058826,2.555082881032712
['comedy', 'drama',0.030313468825353084,0.22,1.5926683291770571
 'drama',['comedy',0.030313468825353084,0.2194513715710723,1.5926683291770571
 'drama',['crime',0.015328970031002411,0.11097256857855362,2.619133061654806
['crime', 'drama',0.015328970031002411,0.3617886178861789,2.619133061654806
['romance', 'drama',0.010850843954529796,0.2571428571428571,1.8615603847524045
 'drama',['romance',0.010850843954529796,0.07855361596009974,1.8615603847524045
['scifi', 'drama',0.022562866000688943,0.4816176470588236,3.4866235147425555
 'drama',['scifi',0.022562866000688943,0.16334164588528677,3.4866235147425555
 'drama',['thriller',0.02342404409231829,0.16957605985037405,2.449150754953412
['thriller', 'drama',0.02342404409231829,0.33830845771144274,2.449150754953412
 'drama'], 'thriller',0.01670685497760937,0.14542728635682156,1.9500019043595982
 'thriller', 'drama'],0.01670685497760937,0.22401847575057737,1.9500019043595984
['comedy', 'drama'],0.029796761970375472,0.21624999999999997,1.8823800599700147
 'drama'],['comedy',0.029796761970375472,0.25937031484257866,1.8823800599700145
['romance', 'drama'],0.019118153634171547,0.4530612244897959,3.9437383349141752
 'drama'],['romance',0.019118153634171547,0.1664167916041979,3.9437383349141752
['thriller', 'drama'],0.022218394764037204,0.3208955223880597,2.7932824632459887
 'drama'],['thriller',0.022218394764037204,0.1934032983508246,2.7932824632459887
 'european'], 'thriller',0.012400964519462624,0.16289592760180993,2.1842350015152623
 'thriller', 'european'],0.012400964519462624,0.16628175519630486,2.1842350015152623
['comedy', 'european'],0.015328970031002411,0.11124999999999999,1.461351809954751
 'european'],['comedy',0.015328970031002411,0.20135746606334842,1.4613518099547511
 'european'],['drama',0.02290733723734068,0.3009049773755656,1.6146527713886636
['drama', 'european'],0.02290733723734068,0.12292051756007394,1.6146527713886634
 'european'],['thriller',0.010334137099552188,0.13574660633484162,1.9605591949753491
['thriller', 'european'],0.010334137099552188,0.14925373134328357,1.9605591949753491
 'fantasy', 'family',0.014984498794350671,0.2597014925373134,4.786751954513147
 'family', 'fantasy',0.014984498794350671,0.27619047619047615,4.786751954513147
['comedy', 'family',0.01877368239751981,0.13625,2.511325396825397
 'family',['comedy',0.01877368239751981,0.346031746031746,2.5113253968253963
 'fantasy',['scifi',0.01584567688598002,0.2746268656716418,5.862071992976295
['scifi', 'fantasy',0.01584567688598002,0.3382352941176471,5.862071992976295
 'history',['drama',0.010334137099552188,0.46875,2.5153073012939005
['drama', 'history',0.010334137099552188,0.05545286506469502,2.5153073012939005
 'romance',['drama',0.019979331725800895,0.4566929133858268,2.4506091082422463
['drama', 'romance',0.019979331725800895,0.10720887245841035,2.4506091082422463
['comedy', 'romance'],0.02549087151222873,0.185,2.4467198177676535
 'romance'],['comedy',0.02549087151222873,0.33712984054669703,2.4467198177676535
['drama', 'romance'],0.035825008611780916,0.19223659889094272,2.542427547063356
 'romance'],['drama',0.035825008611780916,0.4738041002277904,2.542427547063356
['drama', 'thriller',0.02549087151222873,0.1367837338262477,1.8341024447925964
 'thriller',['drama',0.02549087151222873,0.34180138568129337,1.8341024447925964
['scifi', 'thriller',0.012745435756114365,0.2720588235294118,3.6479758185029216
 'thriller',['scifi',0.012745435756114365,0.17090069284064668,3.6479758185029216
 'thriller'],['drama',0.01774026868756459,0.33993399339933994,1.824082038518085
['drama', 'thriller'],0.01774026868756459,0.09519408502772644,1.824082038518085
" 'comedy', ['drama'", 'romance'],0.010850843954529796,0.37951807228915657,5.019321019842467
" 'comedy',  'romance']",['drama',0.010850843954529796,0.7325581395348837,3.9308988522546535
"['drama',  'romance']", 'comedy',0.010850843954529796,0.30288461538461536,3.140264423076923
 'comedy',"['drama',  'romance']",0.010850843954529796,0.11249999999999999,3.140264423076923
['drama'," 'comedy',  'romance']",0.010850843954529796,0.05822550831792976,3.9308988522546535
 'romance']," 'comedy', ['drama'",0.010850843954529796,0.14350797266514806,5.019321019842468
"['drama',  'thriller'", 'crime'],0.010506372717878057,0.41216216216216217,9.168634151392773
"['drama',  'crime']", 'thriller',0.010506372717878057,0.4621212121212121,6.196479809643782
" 'thriller',  'crime']",['drama',0.010506372717878057,0.782051282051282,4.196478506090337
['drama'," 'thriller',  'crime']",0.010506372717878057,0.05637707948243993,4.196478506090336
 'thriller',"['drama',  'crime']",0.010506372717878057,0.14087759815242495,6.196479809643782
 'crime'],"['drama',  'thriller'",0.010506372717878057,0.23371647509578544,9.168634151392771
"['comedy',  'drama'", 'romance'],0.012573200137788494,0.41477272727272724,5.485581901014702
"['comedy',  'romance']", 'drama',0.012573200137788494,0.4932432432432432,3.57078587315495
" 'drama',  'romance']",['comedy',0.012573200137788494,0.5934959349593496,4.307296747967479
['comedy'," 'drama',  'romance']",0.012573200137788494,0.09124999999999998,4.307296747967479
 'drama',"['comedy',  'romance']",0.012573200137788494,0.09102244389027431,3.57078587315495
 'romance'],"['comedy',  'drama'",0.012573200137788494,0.16628701594533027,5.485581901014702
